AUC,D,M,gamma
-8049.864179000001,2.0,60.0,0.09
-8015.8119400000005,2.0,58.0,0.35000000000000003
-8033.676119,2.0,62.0,0.26
-7712.198506999999,2.0,1.0,0.14
-8047.419403,2.0,42.0,0.05
-8050.895522,2.0,53.0,0.07
-8050.895522,2.0,57.0,0.07
-8050.895522,2.0,55.0,0.07
-8049.044776000001,2.0,54.0,0.11
-8046.476119,2.0,51.0,0.03
-8048.222387999999,2.0,53.0,0.12
-8044.4641790000005,2.0,49.0,0.0
-8049.864179000001,2.0,59.0,0.09
-8049.888059999999,2.0,68.0,0.04
-8047.419403,2.0,65.0,0.05
-8048.525373,2.0,58.0,0.15
-8049.044776000001,2.0,58.0,0.11
-8039.9537310000005,2.0,61.0,0.02
-8048.697015000001,2.0,64.0,0.13
-8050.3119400000005,2.0,63.0,0.08
-8039.895522,2.0,37.0,0.01
-8045.882090000001,2.0,24.0,0.18
-8049.864179000001,2.0,32.0,0.09
-8049.6910450000005,2.0,62.0,0.06
-8045.076118999999,2.0,52.0,0.16
-8046.476119,2.0,57.0,0.03
-8050.895522,2.0,65.0,0.07
-8048.222387999999,2.0,55.0,0.12
-8049.608955,2.0,69.0,0.1
-8049.888059999999,2.0,66.0,0.04
-8044.4641790000005,2.0,64.0,0.0
-8049.002984999999,2.0,50.0,0.14
-8039.9537310000005,2.0,60.0,0.02
-8045.882090000001,2.0,62.0,0.18
-8049.6910450000005,2.0,54.0,0.06
-8034.310448,2.0,61.0,0.22
-8049.864179000001,2.0,59.0,0.09
-8049.044776000001,2.0,48.0,0.11
-8045.076118999999,2.0,44.0,0.16
-8044.4641790000005,2.0,67.0,0.0
-8049.888059999999,2.0,55.0,0.04
-8050.3119400000005,2.0,47.0,0.08
-8048.697015000001,2.0,56.0,0.13
-8047.419403,2.0,60.0,0.05
-8042.792537,2.0,46.0,0.19
-8039.9537310000005,2.0,52.0,0.02
-8050.895522,2.0,58.0,0.07
-8048.525373,2.0,54.0,0.15
-8049.044776000001,2.0,50.0,0.11
-8044.4641790000005,2.0,51.0,0.0
-8050.895522,2.0,39.0,0.07
-8040.337312999999,2.0,43.0,0.21
-8048.697015000001,2.0,65.0,0.13
-7988.686567,2.0,63.0,0.58
-8044.723881,2.0,57.0,0.17
-8049.864179000001,2.0,53.0,0.09
-8049.888059999999,2.0,48.0,0.04
-8049.6910450000005,2.0,55.0,0.06
-8044.4641790000005,2.0,45.0,0.0
-8048.619403,4.0,65.0,0.11
-8033.491045000001,2.0,68.0,0.23
-8048.525373,2.0,26.0,0.15
-8046.476119,2.0,64.0,0.03
-8043.198506999999,2.0,47.0,0.2
-8049.864179000001,2.0,61.0,0.09
-8049.6910450000005,2.0,52.0,0.06
-8039.9537310000005,2.0,63.0,0.02
-8048.697015000001,2.0,67.0,0.13
-8050.895522,2.0,56.0,0.07
-8044.723881,2.0,57.0,0.17
-7934.617909999999,2.0,49.0,0.9
-8049.608955,2.0,59.0,0.1
-8044.4641790000005,2.0,70.0,0.0
-8048.222387999999,2.0,54.0,0.12
-8047.419403,2.0,60.0,0.05
-8048.525373,2.0,53.0,0.15
-8039.9537310000005,2.0,40.0,0.02
-8045.882090000001,2.0,34.0,0.18
-8032.558209000001,2.0,36.0,0.25
-8049.864179000001,3.0,55.0,0.09
-8034.310448,2.0,31.0,0.22
-8049.888059999999,2.0,37.0,0.04
-8050.3119400000005,2.0,57.0,0.08
-8049.044776000001,2.0,45.0,0.11
-8048.525373,2.0,62.0,0.15
-8042.792537,2.0,67.0,0.19
-8044.4641790000005,2.0,9.0,0.0
-8045.8,4.0,70.0,0.13
-7981.816418,2.0,41.0,0.67
-8050.895522,2.0,50.0,0.07
-8039.9537310000005,2.0,49.0,0.02
-8047.419403,2.0,43.0,0.05
-8044.723881,2.0,65.0,0.17
-8048.576118999999,3.0,38.0,0.1
-8043.198506999999,2.0,33.0,0.2
-8044.4641790000005,2.0,53.0,0.0
-8031.944776,2.0,59.0,0.24
-8048.222387999999,2.0,58.0,0.12
-8049.888059999999,2.0,59.0,0.04
-8049.002984999999,2.0,22.0,0.14
-8049.608955,2.0,10.0,0.1
