AUC,D,M,gamma
-7237.373134,2.0,19.0,0.15
-7222.974627,2.0,20.0,0.25
-7234.125373000001,2.0,16.0,0.12
-7126.319403,2.0,3.0,0.19
-7234.407463,2.0,40.0,0.07
-7219.750746,2.0,6.0,0.23
-7105.919403,2.0,2.0,0.1
-7236.625373000001,2.0,12.0,0.16
-7218.165672,2.0,4.0,0.03
-7222.601493000001,2.0,9.0,0.26
-7233.673134000001,2.0,5.0,0.14
-7236.428358,2.0,7.0,0.18
-7228.905970000001,2.0,26.0,0.22
-6907.898506999999,2.0,1.0,0.12
-7224.449254000001,2.0,14.0,0.29
-7234.459701000001,2.0,10.0,0.09
-7233.091045,2.0,25.0,0.21
-7237.373134,2.0,12.0,0.15
-7230.598507,2.0,6.0,0.17
-7209.364179000001,2.0,4.0,0.06
-7230.273134,2.0,8.0,0.04
-7232.274627,2.0,30.0,0.0
-7226.8402989999995,2.0,23.0,0.24
-7234.365672,2.0,11.0,0.13
-7101.51791,2.0,2.0,0.19
-7219.970149,2.0,32.0,0.26
-7234.30597,2.0,15.0,0.08
-7234.7343280000005,2.0,9.0,0.11
-7237.68209,2.0,7.0,0.15
-7120.385075,2.0,3.0,0.22
-7183.831343000001,2.0,4.0,0.17
-7220.282090000001,2.0,6.0,0.28
-7212.462687,2.0,8.0,0.31
-7233.617909999999,2.0,5.0,0.1
-6872.595522,2.0,1.0,0.2
-7230.273134,2.0,7.0,0.04
-7234.365672,2.0,10.0,0.13
-7234.30597,2.0,9.0,0.08
-7096.8835819999995,2.0,2.0,0.16
-7194.368656999999,2.0,5.0,0.25
-7225.477612000001,2.0,13.0,0.02
-7228.905970000001,2.0,11.0,0.22
-7235.229851000001,2.0,17.0,0.18
-7147.495522,2.0,3.0,0.12
-7237.68209,2.0,7.0,0.15
-7207.977612000001,2.0,7.0,0.29
-6926.5388060000005,2.0,1.0,0.07
-7239.364179000001,2.0,7.0,0.2
-7158.870148999999,2.0,4.0,0.32
-7220.580597,2.0,9.0,0.27
-7199.243284,2.0,6.0,0.37
-7226.1597010000005,2.0,13.0,0.23
-7231.976119,2.0,11.0,0.2
-7183.752239,2.0,5.0,0.34
-7215.631343000001,4.0,7.0,0.29
-7095.625373000001,2.0,2.0,0.25
-7227.185075,2.0,10.0,0.24
-7177.834328,2.0,4.0,0.27
-7205.329851,2.0,8.0,0.39
-7235.229851000001,2.0,13.0,0.18
-7231.973134000001,2.0,9.0,0.2
-7124.9,2.0,3.0,0.31
-7203.7447760000005,2.0,12.0,0.49
-7239.498506999999,2.0,6.0,0.14
-7156.779104000001,2.0,3.0,0.11
-7219.579104,2.0,6.0,0.22
-6906.20597,2.0,1.0,0.13
-6915.1910450000005,2.0,1.0,0.09
-7235.155223999999,2.0,5.0,0.05
-7233.358209,3.0,11.0,0.17
-7232.274627,2.0,8.0,0.0
-7231.976119,2.0,16.0,0.2
-7218.334328,2.0,14.0,0.27
-7207.562687000001,2.0,4.0,0.1
-7229.738806,4.0,10.0,0.24
-6998.855224,2.0,2.0,0.61
-7236.174626999999,2.0,9.0,0.14
-7212.076118999999,2.0,6.0,0.33
-7230.5,2.0,5.0,0.18
-7225.477612000001,2.0,11.0,0.02
-7234.407463,2.0,14.0,0.07
-7233.329851,2.0,8.0,0.22
-7155.134328,3.0,3.0,0.12
-7224.074627,2.0,12.0,0.3
-7239.471642,2.0,7.0,0.16
-6847.4611939999995,2.0,1.0,0.26
-7233.091045,2.0,10.0,0.21
-7235.229851000001,2.0,16.0,0.18
-7193.243284,2.0,5.0,0.37
-7148.6910450000005,2.0,3.0,0.16
-7226.8402989999995,2.0,13.0,0.24
-7180.649254000001,2.0,6.0,0.42
-7129.326865999999,2.0,8.0,0.81
-6997.829851,2.0,2.0,0.58
-7208.041791,3.0,7.0,0.35000000000000003
-7235.155223999999,2.0,9.0,0.05
-7236.174626999999,2.0,17.0,0.14
-7207.562687000001,2.0,4.0,0.1
-7215.031343000001,4.0,12.0,0.28
-7234.192537000001,2.0,14.0,0.19
-7223.477612000001,2.0,10.0,0.3
-6869.392537000001,2.0,1.0,0.22
-7235.68209,2.0,6.0,0.06
-7113.423881000001,2.0,4.0,0.53
-7217.455223999999,2.0,11.0,0.33
-7236.625373000001,2.0,18.0,0.16
-7234.125373000001,2.0,8.0,0.12
-7227.362687000001,2.0,13.0,0.03
-7222.974627,2.0,16.0,0.25
-7234.30597,2.0,6.0,0.08
-7105.9641790000005,2.0,2.0,0.2
-7211.173134000001,2.0,10.0,0.39
-7234.655223999999,2.0,15.0,0.17
-7193.489552,3.0,4.0,0.13
-7232.274627,2.0,9.0,0.0
-7234.676119,2.0,7.0,0.1
-7226.1597010000005,2.0,12.0,0.23
-7193.032836,2.0,5.0,0.28
-6764.825373000001,2.0,1.0,0.47000000000000003
-7094.01791,4.0,3.0,0.32
-7219.970149,2.0,14.0,0.26
-7234.776119,2.0,8.0,0.2
-7237.373134,2.0,11.0,0.15
-7234.3,3.0,21.0,0.09
-7235.155223999999,2.0,5.0,0.05
-7104.846269,2.0,2.0,0.12
-7234.655223999999,2.0,10.0,0.17
-7228.353731,2.0,7.0,0.22
-7234.407463,2.0,12.0,0.07
-7234.192537000001,2.0,19.0,0.19
-7236.174626999999,2.0,16.0,0.14
-7201.332836,2.0,9.0,0.36
-7226.8402989999995,2.0,14.0,0.24
-7163.588059999999,2.0,3.0,0.03
-7127.007463,2.0,6.0,0.78
-7220.1910450000005,2.0,8.0,0.27
-7165.582090000001,2.0,4.0,0.31
-7233.091045,2.0,19.0,0.21
-7235.229851000001,2.0,17.0,0.18
-7234.676119,2.0,13.0,0.1
-6979.726866,3.0,1.0,0.01
-7236.174626999999,2.0,10.0,0.14
-7223.643284000001,2.0,7.0,0.44
-7203.846269,2.0,5.0,0.29
-7236.625373000001,2.0,15.0,0.16
-7222.974627,2.0,11.0,0.25
-6907.898506999999,2.0,1.0,0.12
-7136.195522,2.0,3.0,0.34
-7230.013433,2.0,9.0,0.22
-7234.407463,2.0,6.0,0.07
-7234.192537000001,2.0,12.0,0.19
-7234.7343280000005,2.0,8.0,0.11
-7096.8835819999995,2.0,2.0,0.16
-7207.5358209999995,3.0,4.0,0.05
-7208.971642,2.0,14.0,0.51
-7234.30597,2.0,16.0,0.08
-7224.823881,2.0,6.0,0.24
-7208.959701000001,4.0,12.0,0.41000000000000003
-7218.334328,2.0,18.0,0.27
-7224.014925,2.0,9.0,0.3
-7236.174626999999,2.0,7.0,0.14
-6896.679104000001,2.0,1.0,0.17
-7218.165672,2.0,4.0,0.03
-7234.192537000001,2.0,10.0,0.19
-7216.50597,2.0,5.0,0.21
-7234.7343280000005,2.0,11.0,0.11
-7105.743284,2.0,2.0,0.09
-7236.174626999999,2.0,13.0,0.14
-7224.504478,3.0,20.0,0.26
-7232.274627,2.0,8.0,0.0
-7129.522387999999,2.0,3.0,0.23
-7219.292537,2.0,15.0,0.32
-7235.68209,2.0,5.0,0.06
-7224.449254000001,2.0,17.0,0.29
