AUC,D,M,gamma
-6143.438066,3.0,3.0,0.39
-6217.595166,3.0,14.0,0.55
-6264.740181,3.0,8.0,0.37
-6262.07855,3.0,5.0,0.32
-6278.97281,3.0,20.0,0.42
-6262.76435,3.0,16.0,0.47000000000000003
-6247.882175,3.0,9.0,0.5
-6268.52568,3.0,14.0,0.4
-5668.404834,3.0,1.0,0.43
-6264.190332,3.0,11.0,0.34
-6221.039275,3.0,7.0,0.52
-6265.936556000001,3.0,12.0,0.38
-6160.054381,4.0,35.0,0.73
-6126.253776,4.0,10.0,0.8
-6263.3474320000005,4.0,79.0,0.15
-6262.8972810000005,4.0,94.0,0.25
-6206.8912390000005,5.0,38.0,0.67
-6269.589124,4.0,35.0,0.27
-6260.4531719999995,4.0,77.0,0.47000000000000003
-6203.111782,3.0,22.0,0.64
-6166.196375,3.0,84.0,0.75
-6164.879154,4.0,32.0,0.76
-6177.785497999999,5.0,8.0,0.66
-6201.495468,5.0,51.0,0.62
-6263.879154,5.0,84.0,0.13
-6187.039275,5.0,3.0,0.24
-6250.987915,4.0,75.0,0.5
-6214.208459,5.0,39.0,0.5700000000000001
-6263.900302,4.0,70.0,0.21
-6106.477341,3.0,69.0,0.84
-6068.92145,4.0,5.0,0.71
-6175.773414,5.0,46.0,0.74
-6265.41994,3.0,64.0,0.02
-6265.41994,3.0,58.0,0.02
-6264.740181,3.0,60.0,0.37
-6028.413896999999,3.0,19.0,0.9400000000000001
-6262.429003,3.0,54.0,0.05
-6260.344411,4.0,25.0,0.34
-6260.800604,3.0,46.0,0.09
-6271.839879,4.0,65.0,0.38
-6258.960725,4.0,96.0,0.35000000000000003
-6273.76435,4.0,34.0,0.44
-6265.712990999999,4.0,28.0,0.48
-6275.939577,4.0,15.0,0.42
-6213.655589,4.0,16.0,0.55
-6277.785497999999,4.0,13.0,0.42
-6275.939577,4.0,16.0,0.42
-6256.21148,4.0,11.0,0.31
-6219.52568,5.0,11.0,0.55
-6257.483384,4.0,42.0,0.18
-6097.232628,4.0,29.0,0.87
-6259.287009000001,4.0,23.0,0.3
-5927.413896999999,5.0,3.0,0.61
-6250.987915,4.0,13.0,0.5
-6274.942598,5.0,7.0,0.41000000000000003
-6266.368579999999,4.0,30.0,0.26
-6261.607250999999,4.0,18.0,0.16
-6201.274924,5.0,38.0,0.58
-6167.114804,3.0,22.0,0.68
-5851.489426,5.0,1.0,0.12
-6140.356495,4.0,45.0,0.8
-6267.175227000001,4.0,51.0,0.45
-6262.845921,3.0,84.0,0.22
-6259.5921450000005,5.0,26.0,0.31
-6160.89426,3.0,90.0,0.7000000000000001
-6244.634440999999,4.0,8.0,0.51
-5927.543807,3.0,36.0,0.99
-6203.570997,4.0,20.0,0.65
-6268.92145,5.0,40.0,0.39
-6261.489426,5.0,14.0,0.08
-5894.05136,3.0,2.0,0.61
-6164.287009000001,4.0,56.0,0.77
-6257.483384,4.0,32.0,0.18
-6188.912386999999,4.0,5.0,0.53
-6266.132931,3.0,48.0,0.29
-6059.34139,5.0,72.0,0.89
-6265.401813,4.0,43.0,0.47000000000000003
-6260.344411,4.0,14.0,0.34
-6277.785497999999,4.0,17.0,0.42
-6264.123867,4.0,25.0,0.23
-6277.731118,4.0,21.0,0.43
-6212.78852,4.0,21.0,0.58
-6261.737160000001,4.0,9.0,0.36
-6269.589124,4.0,18.0,0.27
-6265.401813,4.0,34.0,0.47000000000000003
-6276.0483380000005,4.0,11.0,0.44
-6213.622356,4.0,6.0,0.52
-6194.099698,4.0,28.0,0.63
-6263.848943,4.0,31.0,0.4
-6260.063443999999,4.0,25.0,0.33
-6263.47432,4.0,36.0,0.2
-6102.329304999999,3.0,4.0,0.56
-6262.8972810000005,4.0,62.0,0.25
-6265.060423,4.0,17.0,0.28
-6247.94864,3.0,23.0,0.49
-6278.129909,5.0,11.0,0.43
-5849.0483380000005,5.0,1.0,0.13
-6208.129909,5.0,13.0,0.6
-6140.534743,5.0,10.0,0.72
-6265.598187,5.0,49.0,0.37
-6228.2960729999995,5.0,78.0,0.54
-6270.096677,5.0,54.0,0.45
-6265.936556000001,3.0,99.0,0.38
-6262.963746,5.0,7.0,0.32
-6206.8912390000005,5.0,38.0,0.67
-6262.429003,3.0,81.0,0.05
-6174.969789,5.0,27.0,0.6900000000000001
-6273.226586,3.0,41.0,0.41000000000000003
-6166.196375,3.0,33.0,0.75
-6204.054381,5.0,12.0,0.59
-6204.226586,5.0,16.0,0.64
-6263.47432,3.0,90.0,0.2
-5740.190332,5.0,3.0,0.79
-6249.628399,5.0,20.0,0.51
-6261.607250999999,4.0,67.0,0.16
-6257.332326,3.0,44.0,0.35000000000000003
-6262.737160000001,4.0,23.0,0.47000000000000003
-6262.8972810000005,5.0,9.0,0.24
-6262.465257,4.0,30.0,0.29
-6267.498489,3.0,5.0,0.11
-6276.879154,4.0,74.0,0.43
-6257.483384,4.0,19.0,0.18
-6268.52568,3.0,15.0,0.4
-6211.238671,5.0,59.0,0.56
-5889.1087609999995,4.0,37.0,0.99
-6226.700906,4.0,24.0,0.53
-5455.193353000001,5.0,1.0,0.8200000000000001
-6269.888218,4.0,47.0,0.46
-6260.4078549999995,3.0,51.0,0.32
-6267.29003,4.0,27.0,0.01
-6041.803625,5.0,8.0,0.86
-6259.380665,4.0,32.0,0.49
-6212.229607,3.0,12.0,0.62
-6266.368579999999,5.0,35.0,0.26
-6176.465257,4.0,6.0,0.66
-6018.099698,4.0,19.0,0.9500000000000001
-6264.090634,5.0,40.0,0.38
-6264.096677,4.0,29.0,0.36
-6184.44713,3.0,3.0,0.3
-6262.845921,4.0,54.0,0.22
-6261.489426,5.0,17.0,0.07
-6222.734139,3.0,21.0,0.54
-6208.670695000001,4.0,15.0,0.58
-6282.3021149999995,5.0,11.0,0.42
-6260.344411,5.0,62.0,0.34
-6270.773414,5.0,10.0,0.44
-6259.380665,5.0,25.0,0.49
-6156.767372,5.0,13.0,0.7000000000000001
-6263.3474320000005,5.0,7.0,0.15
-6243.8429,5.0,43.0,0.51
-5928.797583,5.0,2.0,0.39
-5891.89426,5.0,4.0,0.77
-6219.090634,5.0,57.0,0.56
-6265.060423,5.0,11.0,0.28
-6264.021148,5.0,34.0,0.33
-6202.392749000001,5.0,23.0,0.61
-6263.326284000001,5.0,92.0,0.04
-6270.34139,5.0,9.0,0.46
-6266.794562,5.0,14.0,0.37
-6274.634440999999,4.0,16.0,0.41000000000000003
-6277.731118,4.0,21.0,0.43
-6164.861027,5.0,19.0,0.73
-6216.199396,4.0,5.0,0.48
-6259.70997,5.0,8.0,0.31
-6262.8972810000005,4.0,27.0,0.25
-6277.785497999999,4.0,18.0,0.42
-6200.737160000001,4.0,31.0,0.64
-5513.063443999999,5.0,1.0,0.51
-6265.293051,5.0,12.0,0.36
-6282.3021149999995,5.0,18.0,0.42
-6235.444109,5.0,29.0,0.53
-6257.483384,5.0,26.0,0.18
-6269.848943,5.0,39.0,0.45
-6208.175227000001,5.0,23.0,0.59
-6260.344411,5.0,10.0,0.34
-6266.1359520000005,5.0,6.0,0.39
-6262.845921,5.0,15.0,0.21
-6269.589124,5.0,17.0,0.27
-5518.425982,5.0,1.0,0.48
-6215.033233,5.0,32.0,0.56
-6262.8972810000005,5.0,21.0,0.24
-6273.7039270000005,5.0,70.0,0.41000000000000003
-6260.619335,5.0,36.0,0.3
-6269.413896999999,5.0,4.0,0.11
-6192.616314,5.0,50.0,0.67
-6270.740181,5.0,19.0,0.45
-6234.326284000001,5.0,46.0,0.52
-6263.238671,5.0,13.0,0.36
-6253.320242,5.0,25.0,0.5
-6217.8429,5.0,29.0,0.54
-6262.963746,5.0,7.0,0.32
-6269.7583079999995,5.0,42.0,0.39
-6262.259819,5.0,34.0,0.14
-6202.734139,5.0,10.0,0.58
-6206.746224,3.0,14.0,0.63
-6282.3021149999995,5.0,18.0,0.42
-6263.47432,5.0,23.0,0.19
-6265.060423,5.0,65.0,0.28
-6261.293051,5.0,81.0,0.46
-6264.123867,5.0,38.0,0.23
-6260.344411,5.0,28.0,0.34
-6273.123867,5.0,21.0,0.44
-6263.882175,5.0,86.0,0.48
-6269.299094,5.0,52.0,0.4
-6121.655589,5.0,3.0,0.37
-6208.2477340000005,5.0,98.0,0.6
-6260.619335,5.0,17.0,0.3
-6214.987915,5.0,26.0,0.55
-6174.510574,5.0,11.0,0.71
-6263.540785,5.0,8.0,0.26
-6098.97281,5.0,5.0,0.65
-5920.413896999999,5.0,2.0,0.43
-6214.906344,5.0,31.0,0.5700000000000001
-6257.151057,5.0,24.0,0.5
-6260.238671,5.0,45.0,0.32
-6260.800604,5.0,16.0,0.09
-6082.123867,5.0,19.0,0.9
-6261.607250999999,5.0,12.0,0.16
-6262.308157,5.0,76.0,0.35000000000000003
-6230.909366,5.0,36.0,0.52
-6264.090634,5.0,41.0,0.38
-6267.096677,5.0,33.0,0.47000000000000003
-6274.993958,5.0,48.0,0.43
-6202.202417,5.0,14.0,0.62
-6187.02719,5.0,73.0,0.68
-6149.616314,5.0,9.0,0.75
-6258.981873,5.0,22.0,0.49
-6262.845921,5.0,30.0,0.22
-6277.317221,5.0,62.0,0.41000000000000003
-5699.583082,5.0,1.0,0.29
-6174.039275,5.0,6.0,0.55
-6262.8972810000005,5.0,27.0,0.25
-6147.320242,5.0,19.0,0.79
-6177.613293,5.0,4.0,0.46
-6262.688822,5.0,68.0,0.33
-6216.76435,5.0,12.0,0.6
-6269.993958,5.0,25.0,0.38
-6263.47432,5.0,15.0,0.2
-6269.589124,5.0,8.0,0.27
-6232.987915,5.0,56.0,0.53
-6270.89426,5.0,21.0,0.4
-6264.435045,5.0,39.0,0.36
-6260.619335,5.0,10.0,0.3
-6244.806646999999,5.0,28.0,0.51
-6276.966767,5.0,17.0,0.43
-6261.845921,5.0,33.0,0.34
-6208.519636999999,5.0,23.0,0.5700000000000001
-6260.274924,5.0,7.0,0.17
-6203.223565,5.0,54.0,0.66
-6266.740181,5.0,44.0,0.47000000000000003
-6267.256797999999,5.0,37.0,0.12
-5851.34139,5.0,3.0,0.73
-5544.7039270000005,5.0,1.0,0.45
-6195.564955,5.0,14.0,0.63
-6261.740181,5.0,18.0,0.32
-6264.123867,5.0,20.0,0.23
-6256.794562,5.0,11.0,0.5
-6268.924471,5.0,25.0,0.4
-6231.383686,5.0,87.0,0.54
-6285.664653,5.0,30.0,0.42
-6211.616314,5.0,30.0,0.58
-6129.096677,5.0,35.0,0.84
-6266.794562,5.0,43.0,0.37
-6183.39577,5.0,47.0,0.6900000000000001
-6265.060423,5.0,39.0,0.28
-6276.2960729999995,5.0,41.0,0.42
-6262.731118,5.0,32.0,0.48
-6202.277946,5.0,28.0,0.61
-6265.41994,5.0,35.0,0.03
-6267.722054,5.0,16.0,0.45
-6269.320242,5.0,13.0,0.39
-6261.450151,5.0,19.0,0.35000000000000003
-6281.903323,5.0,23.0,0.42
-6249.323263,5.0,22.0,0.51
-6277.317221,5.0,26.0,0.41000000000000003
-6271.154079,5.0,23.0,0.44
-6259.879154,5.0,31.0,0.31
-6266.794562,5.0,29.0,0.37
-6268.65861,5.0,16.0,0.48
-6262.483384,5.0,21.0,0.34
-6220.65861,5.0,25.0,0.53
-6262.8972810000005,5.0,34.0,0.25
-6282.3021149999995,5.0,18.0,0.42
-6267.89426,5.0,18.0,0.46
-6206.468278,5.0,9.0,0.56
-6236.507553,5.0,5.0,0.39
-6253.024168999999,5.0,14.0,0.5
-6260.238671,5.0,12.0,0.32
-6263.966767,5.0,59.0,0.29
-6273.123867,5.0,27.0,0.44
-6264.096677,5.0,7.0,0.36
-6263.685801,5.0,52.0,0.47000000000000003
-6211.888218,5.0,37.0,0.59
-6235.377644,5.0,18.0,0.52
-6266.368579999999,5.0,20.0,0.26
-6269.993958,5.0,9.0,0.38
-6255.876133,5.0,30.0,0.49
-6277.317221,5.0,15.0,0.41000000000000003
-6259.70997,5.0,11.0,0.31
-6159.6978850000005,5.0,5.0,0.55
-6263.47432,5.0,24.0,0.2
-6260.344411,5.0,32.0,0.34
-6277.277946,5.0,16.0,0.43
-6269.589124,5.0,27.0,0.27
-6262.845921,5.0,20.0,0.22
-6270.649547,5.0,14.0,0.46
-5957.323263,5.0,2.0,0.36
-6271.145015,3.0,49.0,0.39
-6216.468278,5.0,7.0,0.54
-6256.178247999999,5.0,21.0,0.49
-6207.456193,5.0,24.0,0.64
-6276.480363000001,4.0,17.0,0.41000000000000003
-6269.308157,5.0,40.0,0.44
-6260.719032999999,5.0,12.0,0.06
-6209.217522999999,5.0,10.0,0.5700000000000001
-6264.021148,5.0,29.0,0.33
-6262.465257,5.0,45.0,0.29
-6252.429003,5.0,26.0,0.51
-6262.8972810000005,5.0,22.0,0.24
-6108.009063,5.0,3.0,0.38
-6226.700906,4.0,34.0,0.53
-6265.510574,5.0,19.0,0.47000000000000003
-6209.450151,3.0,6.0,0.61
-6282.3021149999995,5.0,38.0,0.42
-6266.731118,5.0,42.0,0.35000000000000003
-6259.5921450000005,5.0,47.0,0.31
-6276.0483380000005,4.0,13.0,0.44
-6273.55287,5.0,37.0,0.4
-6218.244713,5.0,31.0,0.59
-6263.3474320000005,5.0,53.0,0.15
-6265.936556000001,5.0,95.0,0.37
-6255.377644,5.0,9.0,0.49
-6269.589124,5.0,39.0,0.27
-6222.280967000001,5.0,36.0,0.55
-6264.021148,5.0,42.0,0.33
-5968.10574,5.0,51.0,0.96
-6263.47432,4.0,56.0,0.19
-6207.359517,5.0,17.0,0.66
-5619.978852,5.0,1.0,0.35000000000000003
-6262.465257,5.0,49.0,0.29
-6262.76435,3.0,28.0,0.47000000000000003
-6277.277946,5.0,33.0,0.43
-6243.8429,5.0,43.0,0.51
-6270.740181,5.0,46.0,0.45
-6275.444109,5.0,40.0,0.41000000000000003
-6226.700906,4.0,34.0,0.53
-6262.845921,5.0,30.0,0.21
-6223.299094,5.0,37.0,0.5700000000000001
-6154.8640479999995,5.0,44.0,0.71
-6268.92145,5.0,25.0,0.39
-6258.906344,5.0,32.0,0.32
-6265.936556000001,4.0,65.0,0.37
-6262.8972810000005,5.0,23.0,0.25
-6206.338369,5.0,27.0,0.62
-6254.410876,5.0,38.0,0.49
-6260.619335,5.0,36.0,0.3
-6275.444109,5.0,30.0,0.41000000000000003
-6269.084592,5.0,41.0,0.46
-6260.274924,5.0,33.0,0.17
-6190.761329,4.0,28.0,0.68
-6257.332326,3.0,21.0,0.35000000000000003
-6262.1087609999995,5.0,25.0,0.1
-6204.969789,5.0,45.0,0.56
-6234.253776,5.0,61.0,0.52
-6264.123867,5.0,15.0,0.23
-6278.129909,5.0,57.0,0.43
-6106.987915,5.0,5.0,0.64
-6265.060423,5.0,11.0,0.28
-6268.92145,4.0,13.0,0.39
-6214.797583,5.0,50.0,0.59
-6263.519636999999,5.0,35.0,0.48
-6262.900302,5.0,7.0,0.34
-6269.848943,5.0,39.0,0.45
-6249.323263,5.0,22.0,0.51
-6265.138973,5.0,31.0,0.37
-6262.259819,5.0,19.0,0.14
-6280.779456,5.0,27.0,0.42
-6226.806646999999,5.0,55.0,0.54
-6257.543807,4.0,24.0,0.31
-6262.8972810000005,3.0,17.0,0.25
-6266.057402,5.0,38.0,0.46
-6268.359517,5.0,48.0,0.0
-6249.054381,5.0,29.0,0.5
-6167.755287,5.0,42.0,0.77
-6264.021148,5.0,20.0,0.33
-6088.501511,5.0,3.0,0.4
-6198.015106,5.0,8.0,0.61
-6048.996979,5.0,34.0,0.9
-6262.595166,4.0,26.0,0.36
-6210.791541,5.0,15.0,0.5700000000000001
-6271.154079,5.0,23.0,0.44
-6269.589124,5.0,44.0,0.27
-6262.731118,5.0,32.0,0.48
-6269.993958,5.0,10.0,0.38
-6217.595166,3.0,80.0,0.55
-6260.619335,5.0,29.0,0.3
-6262.845921,4.0,47.0,0.21
-6282.3021149999995,5.0,40.0,0.42
-6235.706949,5.0,52.0,0.53
-6264.123867,5.0,59.0,0.23
-6269.4078549999995,5.0,36.0,0.45
-6207.5468280000005,5.0,40.0,0.66
-6141.607250999999,5.0,20.0,0.81
-6258.906344,5.0,54.0,0.32
-6202.812689,4.0,16.0,0.6
-6266.531722,5.0,43.0,0.4
-6263.47432,5.0,70.0,0.19
-6259.60423,5.0,13.0,0.35000000000000003
-6253.320242,5.0,25.0,0.5
-6263.2477340000005,5.0,64.0,0.47000000000000003
-6261.329304999999,5.0,41.0,0.29
-6204.670695000001,5.0,18.0,0.63
-6234.253776,5.0,50.0,0.52
-6277.277946,5.0,12.0,0.43
-6282.3021149999995,5.0,35.0,0.42
-6282.3021149999995,5.0,35.0,0.42
-6271.839879,5.0,45.0,0.38
-6262.021148,5.0,36.0,0.48
-6264.2477340000005,5.0,38.0,0.4
-6262.308157,5.0,31.0,0.35000000000000003
-6267.504532,5.0,22.0,0.45
-6264.740181,5.0,34.0,0.37
-6280.779456,5.0,26.0,0.42
-6258.232628,5.0,39.0,0.49
-6268.92145,5.0,32.0,0.39
-6264.021148,5.0,29.0,0.33
-6267.510574,5.0,15.0,0.47000000000000003
-6270.314199,5.0,48.0,0.45
-6280.145015,5.0,47.0,0.42
-6249.628399,5.0,20.0,0.51
-6263.238671,5.0,24.0,0.36
-6259.70997,5.0,27.0,0.31
-6214.800604,5.0,35.0,0.58
-6279.163142,5.0,43.0,0.41000000000000003
-6266.368579999999,5.0,33.0,0.26
-6273.123867,5.0,37.0,0.44
-6220.090634,5.0,31.0,0.55
-6264.740181,5.0,41.0,0.37
-6269.320242,5.0,28.0,0.39
-6264.021148,5.0,44.0,0.33
-6265.060423,5.0,22.0,0.28
-6262.229607,5.0,17.0,0.47000000000000003
-6230.425982,5.0,51.0,0.53
-6255.377644,5.0,9.0,0.49
-6260.344411,5.0,24.0,0.34
-6273.123867,5.0,21.0,0.44
-6265.5921450000005,5.0,30.0,0.46
-6271.839879,5.0,18.0,0.38
-6246.332326,5.0,46.0,0.51
-6260.619335,5.0,27.0,0.3
-6216.486405,5.0,38.0,0.56
-6277.317221,5.0,23.0,0.41000000000000003
-6279.422961,3.0,35.0,0.43
-6260.462236,5.0,14.0,0.35000000000000003
-6259.380665,5.0,33.0,0.49
-6231.818731,5.0,53.0,0.53
-6260.238671,5.0,41.0,0.32
-6269.320242,5.0,49.0,0.39
-6266.534743,5.0,29.0,0.46
-6269.589124,5.0,39.0,0.27
-6262.8972810000005,5.0,36.0,0.24
-6210.76435,5.0,57.0,0.59
-6264.435045,5.0,45.0,0.36
-6266.531722,5.0,43.0,0.4
-6282.3021149999995,5.0,40.0,0.42
-6256.794562,5.0,11.0,0.5
-6224.8640479999995,5.0,59.0,0.55
-6272.676737,5.0,46.0,0.44
-6263.537764,5.0,50.0,0.47000000000000003
-6265.522659,5.0,32.0,0.33
-6237.7583079999995,5.0,54.0,0.52
-6262.465257,5.0,8.0,0.29
-6265.936556000001,4.0,34.0,0.37
-6218.722054,5.0,38.0,0.5700000000000001
-6268.501511,5.0,48.0,0.4
-6215.722054,5.0,5.0,0.48
-6260.806646999999,5.0,26.0,0.35000000000000003
-6270.740181,5.0,19.0,0.45
-6259.70997,5.0,42.0,0.31
-6212.58006,5.0,41.0,0.62
-6278.97281,3.0,52.0,0.42
-6266.368579999999,4.0,16.0,0.26
-6277.277946,5.0,61.0,0.43
-6264.090634,5.0,37.0,0.38
-6262.845921,5.0,39.0,0.21
-6224.293051,5.0,30.0,0.54
-6259.380665,5.0,33.0,0.49
-6265.522659,5.0,47.0,0.33
-6230.1359520000005,5.0,35.0,0.52
-6214.510574,5.0,31.0,0.58
-6269.054381,5.0,45.0,0.46
-6262.465257,5.0,28.0,0.29
-5939.120846,5.0,2.0,0.37
-6262.8972810000005,3.0,13.0,0.24
-6266.507553,4.0,25.0,0.4
-6199.4410880000005,5.0,56.0,0.6
-6247.175227000001,5.0,51.0,0.5
-6260.806646999999,5.0,21.0,0.35000000000000003
-6196.015106,5.0,23.0,0.65
-6259.5921450000005,5.0,6.0,0.31
-6282.3021149999995,5.0,42.0,0.42
-6221.782477000001,5.0,63.0,0.55
-6272.1359520000005,5.0,43.0,0.45
-6269.7583079999995,5.0,66.0,0.39
-6266.81571,5.0,36.0,0.47000000000000003
-6257.483384,5.0,50.0,0.18
-6260.344411,4.0,33.0,0.34
-6236.44713,5.0,10.0,0.52
-6274.265861,5.0,28.0,0.44
-6265.138973,5.0,31.0,0.37
-6265.060423,5.0,25.0,0.28
-6273.598187,5.0,55.0,0.41000000000000003
-6167.465257,5.0,36.0,0.7000000000000001
-6245.528701,5.0,45.0,0.5
-6262.845921,5.0,19.0,0.22
-6266.368579999999,5.0,15.0,0.26
-6217.5589119999995,4.0,17.0,0.56
-5737.2960729999995,3.0,1.0,0.32
-6152.3474320000005,5.0,4.0,0.48
-6269.7583079999995,5.0,92.0,0.39
-6261.489426,5.0,11.0,0.08
-6275.444109,5.0,40.0,0.41000000000000003
-6231.277946,5.0,40.0,0.54
-6261.607250999999,5.0,47.0,0.16
-6278.129909,5.0,43.0,0.43
-6260.619335,5.0,20.0,0.3
-6263.1359520000005,5.0,38.0,0.34
-6190.036254,4.0,14.0,0.68
-6264.435045,5.0,40.0,0.36
-6207.1087609999995,5.0,27.0,0.58
-6268.655589,5.0,48.0,0.46
-6201.969789,5.0,59.0,0.63
-6248.389728,5.0,34.0,0.51
-6273.123867,5.0,37.0,0.44
-6266.794562,5.0,29.0,0.37
-6210.966767,5.0,42.0,0.61
-6265.160121,5.0,8.0,0.48
-6152.567975999999,5.0,13.0,0.73
-6241.006042,3.0,53.0,0.53
-6268.92145,4.0,22.0,0.39
-6264.021148,5.0,31.0,0.33
-6278.129909,5.0,52.0,0.43
-6269.589124,5.0,18.0,0.27
-6264.123867,5.0,35.0,0.23
-6261.326284000001,5.0,21.0,0.46
-6257.543807,4.0,57.0,0.31
-6252.432024000001,5.0,26.0,0.5
-6212.265861,5.0,18.0,0.5700000000000001
-6263.879154,5.0,84.0,0.13
-6262.308157,5.0,15.0,0.35000000000000003
-6277.317221,5.0,33.0,0.41000000000000003
-5917.55287,5.0,25.0,0.97
-6282.3021149999995,5.0,45.0,0.42
-6262.465257,5.0,42.0,0.29
-6262.731118,5.0,68.0,0.48
-6271.589124,5.0,7.0,0.45
-6264.090634,5.0,30.0,0.38
-6262.8972810000005,5.0,28.0,0.25
-6263.47432,5.0,49.0,0.2
-6231.94864,5.0,55.0,0.52
-6222.734139,3.0,39.0,0.54
-6264.2477340000005,5.0,33.0,0.4
-6205.598187,4.0,12.0,0.59
-6265.522659,5.0,23.0,0.33
-6260.462236,5.0,61.0,0.35000000000000003
-6269.993958,5.0,50.0,0.38
-6245.528701,5.0,45.0,0.5
-6273.123867,5.0,37.0,0.44
-6267.196375,5.0,54.0,0.47000000000000003
-6280.145015,5.0,47.0,0.42
-6265.060423,5.0,44.0,0.28
-6259.5921450000005,5.0,49.0,0.31
-6262.731118,5.0,24.0,0.48
-6217.205438,4.0,41.0,0.55
-6265.598187,5.0,36.0,0.37
-6266.531722,5.0,31.0,0.4
-6017.918429,5.0,58.0,0.93
-6198.214502000001,5.0,76.0,0.6
-6175.519636999999,5.0,4.0,0.45
-6229.277946,4.0,10.0,0.52
-6212.199396,5.0,43.0,0.65
-6111.383686,5.0,34.0,0.86
-6212.438066,5.0,27.0,0.5700000000000001
-6264.096677,5.0,46.0,0.36
-6262.8972810000005,5.0,17.0,0.25
-6282.3021149999995,5.0,38.0,0.42
-6258.906344,5.0,72.0,0.32
-6254.410876,5.0,38.0,0.49
-6278.97281,3.0,52.0,0.42
-6269.320242,5.0,45.0,0.39
-6268.344411,5.0,37.0,0.46
-6274.993958,5.0,48.0,0.43
-6268.577039,5.0,41.0,0.35000000000000003
-6269.984894,5.0,46.0,0.41000000000000003
-6269.308157,5.0,40.0,0.44
-6265.936556000001,5.0,20.0,0.38
-6268.685801,5.0,43.0,0.46
-6255.317221,5.0,15.0,0.49
-6268.501511,5.0,34.0,0.4
-6265.293051,5.0,32.0,0.36
-6274.993958,5.0,39.0,0.43
-6251.7039270000005,5.0,42.0,0.51
-6266.498489,5.0,100.0,0.47000000000000003
-6269.993958,5.0,35.0,0.38
-6260.619335,5.0,32.0,0.3
-6264.021148,5.0,29.0,0.33
-6270.169184,5.0,23.0,0.45
-6263.1359520000005,5.0,38.0,0.34
-6275.444109,5.0,30.0,0.41000000000000003
-6246.685801,5.0,8.0,0.5
-6220.65861,5.0,25.0,0.53
-6276.879154,5.0,38.0,0.43
-6266.531722,5.0,50.0,0.4
-6264.435045,5.0,45.0,0.36
-6262.021148,5.0,36.0,0.48
-6269.848943,5.0,40.0,0.45
-6272.238671,5.0,47.0,0.38
-6215.07855,5.0,12.0,0.55
-6260.238671,5.0,43.0,0.32
-6268.141994,5.0,56.0,0.47000000000000003
-6287.117825,5.0,63.0,0.42
